,City,City ID,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
324,Alofi,4036284,75,NU,1659498340,69,-19.0595,-169.9187,78.69,16.11
325,Daru,2098329,46,PG,1659498301,83,-9.0763,143.2092,81.16,15.66
326,Nanortalik,3421765,28,GL,1659498774,78,60.1432,-45.2371,45.14,7.25
327,São Francisco,3449176,12,BR,1659498548,46,-15.9486,-44.8644,68.31,4.56
328,Fillmore,5026478,0,US,1659498775,89,43.6666,-92.1002,83.61,12.66
329,Carbonia,2525362,0,IT,1659498775,51,39.1672,8.5222,73.0,3.09
330,Sibu,1735902,40,MY,1659498776,74,2.3,111.8167,84.51,2.3
331,Kadoma,1860871,20,JP,1659498776,48,34.7333,135.5833,97.18,13.8
332,Shubarkuduk,608271,45,KZ,1659498776,53,49.1447,56.4872,75.29,8.37
333,Osoyoos,6094665,25,CA,1659498777,32,49.0331,-119.4524,86.41,4.61
334,Sampit,1628884,96,ID,1659498777,54,-2.5333,112.95,89.87,2.21
335,Samarai,2132606,26,PG,1659498777,84,-10.6167,150.6667,80.67,12.93
336,Kuchera,1265821,98,IN,1659498777,62,26.9839,73.9719,87.71,6.87
337,Carora,3646487,18,VE,1659498778,81,10.1755,-70.0827,73.87,6.8
338,Riohacha,3670745,98,CO,1659498778,78,11.5444,-72.9072,79.25,11.12
339,Genhe,2037252,99,CN,1659498778,35,50.7833,121.5167,86.2,6.73
340,Hasaki,2112802,100,JP,1659498753,80,35.7333,140.8333,104.29,9.01
341,Zyryanka,2119283,100,RU,1659498779,90,65.75,150.85,59.95,13.78
342,Singarāyakonda,1256176,93,IN,1659498779,58,15.25,80.0333,88.56,5.55
343,Kolondiéba,2454934,100,ML,1659498779,95,11.0882,-6.8926,70.93,5.08
344,Bolshaya Dzhalga,550918,37,RU,1659498780,54,45.9695,42.6966,78.15,3.4
345,Ust'-Koksa,1488167,24,RU,1659498780,58,50.2696,85.6108,69.33,1.7
346,Longyearbyen,2729907,75,SJ,1659498780,76,78.2186,15.6401,51.64,4.61
347,Ingham,4997130,0,US,1659498781,81,42.6,-84.3833,69.78,8.05
348,Saint George,5546220,0,US,1659498360,34,37.1041,-113.5841,92.62,4.61
349,Riyadh,108410,2,SA,1659498558,37,24.6877,46.7219,89.74,7.2
350,Shache,1280037,100,CN,1659498781,48,38.4167,77.2406,74.95,14.79
351,Três Lagoas,3446098,12,BR,1659498782,36,-20.7511,-51.6783,72.86,6.26
352,Kavieng,2094342,25,PG,1659498782,72,-2.5744,150.7967,83.95,14.72
353,Skjervøy,777682,98,NO,1659498200,88,70.0311,20.9714,53.6,8.08
354,Onguday,1496130,58,RU,1659498317,75,50.75,86.15,68.0,2.57
355,Inzhavino,556275,65,RU,1659498782,63,52.3185,42.4937,67.28,9.84
356,El Ocotito,3528601,100,MX,1659498783,97,17.25,-99.5667,70.93,0.56
357,Lompoc,5367788,75,US,1659498783,84,34.6391,-120.4579,68.02,9.22
358,Tura,1254046,100,IN,1659498342,88,25.5198,90.2201,80.56,3.8
359,Batagay-Alyta,2027042,100,RU,1659498784,77,67.8006,130.4114,49.69,3.4
360,Mossendjo,2256895,100,CG,1659498784,92,-2.9506,12.7261,66.18,3.91
361,Mackay,2159220,5,AU,1659498784,82,-21.15,149.2,79.68,9.22
362,Koslan,544084,99,RU,1659498785,63,63.4564,48.8989,66.76,7.25
363,Zinder,2437798,67,NE,1659498785,65,13.8072,8.9881,77.76,7.2
364,Concepción del Oro,4013039,99,MX,1659498785,42,24.6333,-101.4167,69.62,8.37
365,Brae,2654970,100,GB,1659498785,93,60.3964,-1.353,54.93,20.54
366,Montgomery,4362716,0,US,1659498786,81,39.1501,-77.1997,78.21,3.44
367,Kumul,1529484,2,CN,1659498786,37,42.8,93.45,83.8,1.9
368,Melfi,3173615,4,IT,1659498786,50,40.9965,15.6514,68.13,4.16
369,Armidale,2177671,88,AU,1659498787,74,-30.5167,151.65,52.16,5.88
370,Mpongwe,905789,7,ZM,1659498787,88,-13.5091,28.155,52.7,5.14
371,Severo-Kuril'sk,2121385,31,RU,1659498787,72,50.6789,156.125,56.91,8.72
372,Mossamedes,3347019,54,AO,1659498788,80,-15.1961,12.1522,57.25,1.95
373,Hays,4696788,5,US,1659498207,60,30.0502,-98.0336,88.09,7.0
374,Jucurutu,3397108,97,BR,1659498788,80,-6.0339,-37.0203,75.85,6.73
375,Killybegs,2963295,79,IE,1659498788,90,54.6333,-8.45,58.77,21.83
376,Khasan,2039557,97,RU,1659498219,86,42.4308,130.6434,77.31,7.7
377,Khanbari,1283217,100,NP,1659498789,86,27.3747,87.2039,76.69,1.61
378,Portland,5746545,20,US,1659498525,55,45.5234,-122.6762,82.35,8.05
379,Mapastepec,3523590,65,MX,1659498789,89,15.4333,-92.9,76.89,4.65
380,Avera,4231997,33,US,1659498378,74,33.194,-82.5271,81.91,6.24
381,Tezu,1254709,100,IN,1659498200,75,27.9167,96.1667,84.69,0.83
382,Pasvalys,595997,93,LT,1659498790,80,56.0594,24.4036,53.98,3.89
383,Måløy,3146487,100,NO,1659498208,69,61.9353,5.1136,59.74,23.22
384,Departamento de Maldonado,3441890,96,UY,1659498506,93,-34.6667,-54.9167,53.22,6.46
385,Khovd,1516048,15,MN,1659498790,27,48.0056,91.6419,75.0,4.32
386,Martapura,1636022,40,ID,1659498791,70,-3.4167,114.85,86.09,4.61
387,Poronaysk,2121909,100,RU,1659498373,87,49.2167,143.1167,59.38,12.03
388,Taldan,2015646,3,RU,1659498791,42,53.6667,124.8,83.57,2.15
389,Doha,290030,44,QA,1659498642,66,25.2867,51.5333,94.98,3.44
390,Diapaga,2361373,91,BF,1659498791,94,12.0708,1.7889,72.54,6.6
391,Cascais,2269594,72,PT,1659498709,72,38.6979,-9.4215,68.47,21.99
392,Collierville,4614748,75,US,1659498792,77,35.042,-89.6645,83.8,8.05
393,Skopelos Town,253581,0,GR,1659498792,69,39.1247,23.7247,73.22,12.28
394,Bloemhof,1018673,100,ZA,1659498793,76,-27.6469,25.607,50.83,8.01
395,Ucluelet,6171633,28,CA,1659498793,87,48.9329,-125.5528,59.09,1.01
396,Chernogorsk,1508054,0,RU,1659498793,67,53.8236,91.2842,62.17,4.47
397,Kichera,2022129,100,RU,1659498794,99,55.9375,110.0997,56.53,2.28
398,Kavaratti,1267390,100,IN,1659498195,81,10.5669,72.642,79.86,21.36
399,Barrhead,2656258,75,GB,1659498794,94,55.7992,-4.3929,60.66,9.22
400,Shingū,1847947,36,JP,1659498794,55,33.7333,135.9833,93.9,3.87
401,Sibolga,1213855,100,ID,1659498795,82,1.7427,98.7792,77.68,1.16
402,Yulara,6355222,100,AU,1659498753,68,-25.2406,130.9889,71.44,20.71
403,Long Beach,5367929,20,US,1659498795,84,33.767,-118.1892,80.47,5.75
404,Tabory,1490364,9,RU,1659498796,55,58.5198,64.5495,65.43,3.67
405,Twentynine Palms,5404198,77,US,1659498796,31,34.1356,-116.0542,95.13,5.66
406,Ronfe,2735012,0,PT,1659498796,93,41.4415,-8.3841,66.58,0.56
407,Pangkalanbuun,1632694,72,ID,1659498797,65,-2.6833,111.6167,86.99,4.0
408,Hammerfest,779683,100,NO,1659498369,100,70.6634,23.6821,52.25,5.75
409,Merauke,2082539,94,ID,1659498797,74,-8.4667,140.3333,83.39,8.41
410,Petrozavodsk,509820,0,RU,1659498798,93,61.7849,34.3469,60.26,6.71
411,Bow Island,5906757,92,CA,1659498798,63,49.8668,-111.3684,72.61,6.91
412,Kidal,2455290,100,ML,1659498798,43,18.4411,1.4078,84.65,6.67
413,Beloha,1067565,0,MG,1659498202,78,-25.1667,45.05,60.04,8.52
414,Hatta,1270185,98,IN,1659498799,75,24.1167,79.6,83.25,4.74
415,Nelson Bay,2155562,22,AU,1659498799,60,-32.7167,152.15,71.11,4.0
416,Muchkapskiy,524627,83,RU,1659498799,59,51.8513,42.4717,68.38,10.31
417,Rongcheng,1797117,12,CN,1659498800,53,30.634,117.8517,97.23,2.95
418,Tahe,2034615,2,CN,1659498800,36,52.3333,124.7333,86.65,3.02
419,Matamoros,3996426,43,MX,1659498559,29,25.5333,-103.25,86.31,13.73
420,Maceió,3395981,100,BR,1659498607,94,-9.6658,-35.7353,76.44,6.91
421,De Pere,5250201,79,US,1659498800,84,44.4489,-88.0604,74.93,7.0
422,Morant Bay,3489440,35,JM,1659498801,86,17.8815,-76.4093,83.82,8.48
423,Ginir,336454,94,ET,1659498801,82,7.1333,40.7,57.42,6.06
424,Najrān,103630,50,SA,1659498801,59,17.4924,44.1277,74.05,4.79
425,Mehamn,778707,75,NO,1659498344,100,71.0357,27.8492,49.95,2.3
426,Jalingo,2336589,93,NG,1659498775,93,8.8833,11.3667,68.34,3.13
427,Vestmanna,2610343,100,FO,1659498802,87,62.1564,-7.1664,47.32,16.11
428,Mayumba,2399001,80,GA,1659498802,93,-3.432,10.6554,69.84,7.63
429,Manzanillo,3547867,2,CU,1659498321,85,20.3433,-77.1167,77.07,10.6
430,Vostok,2013279,15,RU,1659498341,74,46.4856,135.8833,77.72,5.91
431,Iracoubo,3381428,97,GF,1659498803,90,5.4802,-53.2011,77.0,8.75
432,Bran,683890,1,RO,1659498803,80,45.5167,25.35,57.38,2.17
433,Acajutla,3587498,100,SV,1659498803,83,13.5928,-89.8275,77.81,6.82
434,Māgadi,1264514,100,IN,1659498551,81,12.9667,77.2333,80.06,7.16
435,Changji,1529569,0,CN,1659498804,28,44.0167,87.3167,86.79,4.47
436,Amahai,1651591,99,ID,1659498377,73,-3.3333,128.9167,82.13,6.98
437,Majene,1636806,52,ID,1659498804,70,-3.5403,118.9707,84.07,6.85
438,Petropavlovsk-Kamchatskiy,2122104,75,RU,1659498804,55,53.0452,158.6483,64.99,4.47
439,São José da Coroa Grande,3388456,76,BR,1659498210,88,-8.8978,-35.1478,74.88,4.68
440,Leningradskiy,2123814,100,RU,1659498805,75,69.3833,178.4167,47.71,4.21
441,Sitka,5557293,100,US,1659498756,88,57.0531,-135.33,57.09,4.61
442,Luk Pu,1802177,99,CN,1659498805,91,23.1742,112.2809,80.64,1.9
443,Oktyabr'skiy,515879,7,RU,1659498332,76,54.4815,53.471,66.18,7.7
444,Vila Velha,3445026,0,BR,1659498531,91,-20.3297,-40.2925,71.55,5.75
445,Tautira,4033557,21,PF,1659498806,76,-17.7333,-149.15,77.29,22.3
446,Navahrudak,624785,4,BY,1659498806,90,53.6,25.8333,56.14,4.34
447,Balyqshy,610445,0,KZ,1659498291,34,47.0667,51.8667,78.8,6.71
448,Grajaú,3398856,15,BR,1659498807,37,-5.8194,-46.1386,72.18,4.29
449,Pangnirtung,6096551,65,CA,1659498807,85,66.1451,-65.7125,44.91,1.72
450,Weihe,7372400,81,CN,1659498807,82,32.9952,105.3247,75.97,5.79
451,Beringovskiy,2126710,28,RU,1659498211,65,63.05,179.3167,57.78,8.37
452,Ugoofaaru,1337619,94,MV,1659498808,80,5.6667,73.0,81.21,19.77
453,Lashio,1314759,73,MM,1659498808,80,22.9333,97.75,79.7,1.79
454,Saldanha,3361934,7,ZA,1659498808,90,-33.0117,17.9442,51.85,7.4
455,Owando,2255542,97,CG,1659498809,60,-0.4819,15.8999,75.0,2.64
456,Casper,5820705,0,US,1659498571,50,42.8666,-106.3131,70.72,6.91
457,Kedrovyy,1538641,100,RU,1659498292,60,56.1667,91.8167,61.21,8.21
458,Sarai Alamgir,1166073,8,PK,1659498809,56,32.9012,73.7559,90.45,3.53
459,Forsytheganj,10722858,99,BY,1659498810,90,52.6333,29.7333,63.37,9.6
460,Shima,1795166,45,CN,1659498810,64,24.4478,117.8111,77.02,5.82
461,Ipixuna,3408424,72,BR,1659498810,92,-1.7625,-48.8043,73.8,3.87
462,Dicabisagan,1715015,100,PH,1659498811,72,17.0818,122.4157,84.07,3.78
463,Lonār,1264794,88,IN,1659498811,74,19.9833,76.5333,80.46,10.38
464,Loknya,534423,67,RU,1659498812,87,56.83,30.1467,57.63,0.16
465,La Ronge,6050066,75,CA,1659498812,82,55.1001,-105.2842,57.45,3.44
466,Vestmannaeyjar,3412093,67,IS,1659498218,77,63.4427,-20.2734,47.14,25.19
467,Skellefteå,602913,100,SE,1659498813,100,64.7507,20.9528,55.76,5.75
468,Mumford,2297810,27,GH,1659498283,86,5.2618,-0.759,71.35,9.6
469,Lamar,4705086,0,US,1659498813,45,33.6668,-95.5836,88.65,6.91
470,Pentecoste,3392345,87,BR,1659498814,89,-3.7928,-39.2703,74.1,4.47
471,Muroto-misakicho,1856392,28,JP,1659498814,83,33.2833,134.15,83.32,13.15
472,Taoudenni,2450173,89,ML,1659498814,10,22.6783,-3.9836,97.45,1.88
473,Pinega,509483,95,RU,1659498364,92,64.7001,43.3936,61.86,10.65
474,Santoña,3109527,30,ES,1659498815,94,43.4439,-3.4576,72.07,6.51
475,Kampot,1831112,97,KH,1659498815,65,10.6167,104.1833,84.25,7.65
476,Camiri,3922414,0,BO,1659498815,90,-20.05,-63.5167,63.93,1.72
477,Berlevåg,780687,100,NO,1659498816,100,70.8578,29.0864,51.6,5.75
478,Bathsheba,3374083,20,BB,1659498816,86,13.2167,-59.5167,81.21,17.27
479,Ayotzintepec,3532510,78,MX,1659498816,97,17.6667,-96.1333,72.48,3.13
480,San Quintín,3984997,95,MX,1659498817,83,30.4833,-115.95,70.54,10.83
481,Erenhot,2037485,55,CN,1659498314,40,43.6475,111.9767,87.75,4.14
482,Agüimes,2522325,20,ES,1659498817,83,27.9054,-15.4461,70.66,26.46
483,Saint-Augustin,6137462,83,CA,1659498817,93,51.226,-58.6502,63.18,12.35
484,Tabligbo,2364041,88,TG,1659498818,87,6.5833,1.5,69.4,5.95
485,Toucheng,1674199,19,TW,1659498818,67,24.8592,121.8233,93.15,8.3
486,Prachuap Khiri Khan,1151073,96,TH,1659498818,77,12.2167,99.75,84.58,3.47
487,Puerto El Triunfo,3584003,100,SV,1659498819,75,13.2833,-88.55,80.11,4.92
488,Auki,2109701,13,SB,1659498345,62,-8.7676,160.7034,86.05,8.66
489,Oshawa,6094578,0,CA,1659498747,77,43.9001,-78.8496,64.22,5.75
490,Karasjok,779350,100,NO,1659498302,88,69.4719,25.5112,55.54,3.91
491,Abriaquí,3690582,100,CO,1659498819,98,6.6315,-76.0644,56.3,0.92
492,Sobradinho,3447473,18,BR,1659498820,94,-12.8333,-39.1,65.79,3.42
493,Alford,2657509,85,GB,1659498820,79,57.2326,-2.703,59.76,5.99
494,Vao,2137773,86,NC,1659498820,86,-22.6667,167.4833,72.07,10.74
495,Huancabamba,3696466,10,PE,1659498821,89,-5.2386,-79.4506,56.84,6.29
496,Iranshahr,1160939,20,IR,1659498821,49,27.2025,60.6848,91.74,0.0
497,Fécamp,3018794,75,FR,1659498821,92,49.7579,0.3746,62.31,5.03
498,Neiafu,4032420,75,TO,1659498325,74,-18.65,-173.9833,81.28,16.11
499,El Dorado,5345659,100,US,1659498822,60,38.7666,-120.5177,80.46,1.99
500,Aberdeen,2657832,26,GB,1659498612,83,57.1437,-2.0981,61.29,11.5
501,Misratah,2214846,0,LY,1659498822,68,32.3754,15.0925,80.15,2.95
502,Noumea,2139521,94,NC,1659498595,99,-22.2763,166.4572,80.58,5.01
503,Copiapó,3893656,4,CL,1659498822,86,-27.3667,-70.3333,49.69,3.22
504,Birjand,140463,0,IR,1659498823,27,32.8663,59.2211,73.87,0.0
505,San Antero,3670199,100,CO,1659498823,86,9.3741,-75.7589,79.14,7.92
506,Nizhniy Kuranakh,2019135,99,RU,1659498823,50,58.8353,125.4869,80.28,1.54
507,Yārāda,1252783,40,IN,1659498824,74,17.65,83.2667,88.12,2.3
508,Vega de Alatorre,3514843,12,MX,1659498824,82,20.0333,-96.6333,79.97,10.85
509,Tomohon,1623446,51,ID,1659498824,63,1.3346,124.8392,81.54,2.06
510,Xining,1788852,20,CN,1659498825,54,36.6167,101.7667,78.8,3.42
511,Plouzané,2986626,100,FR,1659498825,97,48.3833,-4.6167,62.92,5.75
512,Aksarka,1512019,83,RU,1659498826,51,66.5606,67.7975,67.55,9.8
513,Las Palmas,2515271,0,ES,1659498795,64,28.4204,-14.0131,72.39,10.36
514,Abalak,1512223,31,RU,1659498826,53,58.1286,68.5944,65.95,4.85
515,Nísia Floresta,3393922,19,BR,1659498826,92,-6.0911,-35.2086,75.58,3.36
516,Philadelphia,4560349,0,US,1659498827,72,39.9523,-75.1638,82.02,4.61
517,Salinópolis,3389822,25,BR,1659498827,87,-0.6136,-47.3561,77.95,11.39
518,Xianyang,1790353,0,CN,1659498827,62,34.3378,108.7026,90.64,13.42
519,Punta Alta,3839982,100,AR,1659498828,100,-38.8759,-62.0736,45.37,9.22
520,Tongliao,2034400,100,CN,1659498828,85,43.6125,122.2653,78.57,10.04
521,Kariba,889215,21,ZW,1659498828,79,-16.5167,28.8,59.0,7.61
522,Nara,1855612,9,JP,1659498554,36,34.6851,135.8049,96.49,10.09
523,St. George's,3579925,20,GD,1659498332,83,12.0564,-61.7485,80.28,11.5
524,Arrondissement de Pontivy,2986159,0,FR,1659498829,93,48.0,-3.0,62.04,3.22
525,Shimoda,1852357,51,JP,1659498344,65,34.6667,138.95,97.11,15.37
526,Poddor'ye,508441,64,RU,1659498829,89,57.4695,31.1156,58.41,0.69
527,Akonolinga,2235776,85,CM,1659498369,96,3.7667,12.25,64.89,3.56
528,Necochea,3430443,100,AR,1659498306,93,-38.5473,-58.7368,50.68,7.52
529,Enid,4535961,0,US,1659498830,48,36.3956,-97.8784,89.76,11.5
530,Karpogory,552256,99,RU,1659498830,71,64.0019,44.4451,65.89,9.64
531,Yuli,2317982,100,NG,1659498831,98,9.6989,10.2744,69.35,3.51
532,Codrington,2171099,12,AU,1659498353,63,-38.2667,141.9667,61.84,18.68
533,Luena,3347719,32,AO,1659498831,50,-11.7833,19.9167,55.81,1.83
534,Lamu,189741,25,KE,1659498831,81,-2.2717,40.902,73.62,16.4
535,Talnakh,1490256,15,RU,1659498832,42,69.4865,88.3972,54.21,6.26
536,Pattoki,1168226,71,PK,1659498832,64,31.0167,73.85,89.17,10.47
537,Freeport,5117949,16,US,1659498825,66,40.6576,-73.5832,84.25,7.2
538,Raton,5486795,93,US,1659498832,56,36.9034,-104.4391,75.54,1.1
539,Cape Canaveral,4149959,83,US,1659498664,85,28.4058,-80.6048,77.99,7.25
540,Yanam,1252795,90,IN,1659498833,60,16.7333,82.2167,89.01,5.39
541,Pisco,3932145,1,PE,1659498833,82,-13.7,-76.2167,59.05,6.91
542,Naze,1855540,18,JP,1659498331,80,28.3667,129.4833,86.92,10.36
543,Kjøllefjord,779261,75,NO,1659498834,100,70.9457,27.3465,51.85,2.3
544,Altamont,5711149,99,US,1659498834,60,42.2068,-121.7372,75.78,4.18
545,Kapit,1737185,94,MY,1659498287,55,2.0167,112.9333,91.4,1.79
546,Baryatino,578947,100,RU,1659498834,77,54.3121,34.521,62.83,7.38
547,Okhotsk,2122605,96,RU,1659498343,79,59.3833,143.3,61.66,10.74
548,Jacareacanga,3397763,35,BR,1659498698,76,-6.2222,-57.7528,75.22,2.71
549,Chenzhou,1815059,71,CN,1659498835,40,25.8,113.0333,98.94,4.21
550,Sindou,2355548,100,BF,1659498835,95,10.6667,-5.1667,70.79,4.32
551,Lesosibirsk,1500607,100,RU,1659498836,70,58.2358,92.4828,56.32,6.8
552,Alta Floresta,6316343,89,BR,1659498836,38,-9.8756,-56.0861,72.14,3.51
553,Outram,1880252,40,MY,1659498836,79,1.2829,103.8379,86.02,8.05
554,Tabas,113659,0,IR,1659498837,18,33.5959,56.9244,90.19,3.06
555,Dalbandin,1180729,0,PK,1659498837,15,28.8947,64.4101,92.57,7.9
556,Unguía,3666475,100,CO,1659498837,99,8.0434,-77.0945,74.14,1.66
557,Sosnovskoye,827329,90,RU,1659498838,68,55.8052,43.167,64.83,2.66
